acao_realizada;caracteristica_acao;n_profissionais_atendidos;descricao_acao;data_acao;data_publicacao;municipio_atendido;user_id
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Reprogramação de saldos e execução do Cof. estadual;11/02/2022;17/08/2022;Ribeirãozinho;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Reprogramação de saldos;11/02/2022;17/08/2022;Tabaporã;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre preenchimento do plano de ação FEAS 2022;11/02/2022;17/08/2022;Tesouro;1
Apoio Tecnico Presencial (ATP);Apoio técnico individualizado na SAAS;0;Contrary to popular belief, Lorem Ipsum is not simply random text. It has roots in a piece of classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of;11/02/2022;17/08/2022;Indiavaí;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;11/02/2022;17/08/2022;Reserva do Cabaçal;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;11/02/2022;17/08/2022;São Félix do Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação referente ao sistema SAA - carteirinha do idoso (acesso);11/02/2022;17/08/2022;Novo São Joaquim;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;10/02/2022;17/08/2022;Acorizal;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;10/02/2022;17/08/2022;Salto do Céu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre adequação da estrutura do Fundo Municipal de Assistência Social;10/02/2022;17/08/2022;Nortelândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Prestação de Contas do FEAS 2021;10/02/2022;17/08/2022;Ponte Branca;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Prestação de Contas do FEAS 2021;10/02/2022;17/08/2022;Poxoréu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre preenchimento do Demonstrativo 2020;10/02/2022;17/08/2022;Vila Rica;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre preenchimento do Demonstrativo 2020;10/02/2022;17/08/2022;São José dos Quatro Marcos;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o preenchimento e envio do Plano de Ação 2022 do Cofinanciamento Estadual;10/02/2022;17/08/2022;Nova Xavantina;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre preenchimento do Demonstrativo 2020 e Plano de Ação Federal 2021;10/02/2022;17/08/2022;Santo Afonso;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre preenchimento do Demonstrativo 2020;10/02/2022;17/08/2022;Ribeirão Cascalheira;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre preenchimento do Demonstrativo 2020;10/02/2022;17/08/2022;Campinápolis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre preenchimento do Demonstrativo 2020;10/02/2022;17/08/2022;São José do Rio Claro;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação referente à recuperação de acesso aos sistemas cadsuas e SAA;10/02/2022;17/08/2022;Barra do Garças;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Email com link de acesso aos materiais do Encontro da VS etapa 2 - Planejamento;09/02/2022;17/08/2022;Nortelândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre execução de recursos e reprogramação dos recursos do COVID;09/02/2022;17/08/2022;Serra Nova Dourada;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;09/02/2022;17/08/2022;Barão de Melgaço;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Gestão Financeira do SUAS;09/02/2022;17/08/2022;Acorizal;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Gestão Financeira do SUAS;09/02/2022;17/08/2022;Matupá;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Gestão Financeira do SUAS;09/02/2022;17/08/2022;Salto do Céu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;09/02/2022;17/08/2022;Pontal do Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;09/02/2022;17/08/2022;Arenápolis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Reprogramação de Recursos no SUAS;09/02/2022;17/08/2022;Arenápolis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre preenchimento do Demonstrativo 2020;09/02/2022;17/08/2022;Vila Rica;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;CENSOSUAS 2021.;06/01/2022;17/08/2022;Pontes e Lacerda;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;CENSOSUAS 2021;07/01/2022;17/08/2022;Ipiranga do Norte;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Gestão Financeira do SUAS;08/02/2022;17/08/2022;Juara;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Gestão Financeira do SUAS;08/02/2022;17/08/2022;Alto Garças;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;08/02/2022;17/08/2022;Vila Bela da Santíssima Trindade;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre reprogramação de recursos COVID;08/02/2022;17/08/2022;Brasnorte;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre preenchimento do Demonstrativo 2020;08/02/2022;17/08/2022;Arenápolis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação referente ao sistema cadsuas/SAA - cadastrar e nomear adjunta;08/02/2022;17/08/2022;Barão de Melgaço;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;oreintação referente à recuperação de acesso ao sistema SAA;08/02/2022;17/08/2022;Campo Novo do Parecis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Atendimento referente à ativação de perfil de acesso ao sistema SAA - solicitado no Rede SUAS;08/02/2022;17/08/2022;Santa Cruz do Xingu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Gestão Financeira do SUAS;07/02/2022;17/08/2022;Santo Antônio do Leste;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Gestão Financeira do SUAS;07/02/2022;17/08/2022;São Félix do Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;07/02/2022;17/08/2022;Dom Aquino;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;07/02/2022;17/08/2022;Glória D'Oeste;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;07/02/2022;17/08/2022;Paranaíta;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o Demonstrativo Físico Financeiro 2020;07/02/2022;17/08/2022;Santa Carmem;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre adequação da estrutura do Fundo Municipal de Assistência Social;07/02/2022;17/08/2022;Nortelândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o preenchimento e envio da Prestação de Contas 2021 e Plano de Ação 2022 do Cofinanciamento Estadual;07/02/2022;17/08/2022;Novo São Joaquim;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre utilização de recursos;07/02/2022;17/08/2022;Santo Afonso;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o preenchimento e envio da Prestação de Contas 2021 e Plano de Ação 2022 do Cofinanciamento Estadual;07/02/2022;17/08/2022;Novo Horizonte do Norte;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre preenchimento do Demonstrativo 2020;07/02/2022;17/08/2022;São José dos Quatro Marcos;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre o RA 2021;07/01/2022;17/08/2022;Barra do Garças;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação referente ao cadastro de trabalhador no sistema cadsuas;07/02/2022;17/08/2022;São José dos Quatro Marcos;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação referente ao sistema SAA - inicar e nomear adjunto (órgao gestor);07/02/2022;17/08/2022;Acorizal;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação referente ao acesso ao sistema Cadsuas;07/02/2022;17/08/2022;Apiacás;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Atendimento referente a ativação de Gestora no sistema SAA - solicitado no REDE SUAS;07/02/2022;17/08/2022;São José do Povo;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação referente ao sistema SAA - carteirinha do idoso;07/02/2022;17/08/2022;Nobres;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação referente ao sistema SAA - carteirinha do idoso;07/02/2022;17/08/2022;Jauru;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação referente à ativação de perfil para acesso aos sistemas - solicitado no rede SUAS;07/02/2022;17/08/2022;Nova Bandeirantes;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação referente ao sistema SAA - carteirinha do idoso;07/02/2022;17/08/2022;Reserva do Cabaçal;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação referente ao acesso ao sistemas SAA;07/02/2022;17/08/2022;Várzea Grande;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação referente ao acesso do sistema cadsuas;07/02/2022;17/08/2022;Bom Jesus do Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Plano de ação do FEAS 2022 e estrutura do FMAS;04/02/2022;17/08/2022;Poxoréu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o demonstrativo 2020;04/02/2022;17/08/2022;Alto Garças;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o Plano de ação 2022 FEAS;04/02/2022;17/08/2022;Guiratinga;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Gestão Financeira;04/02/2022;17/08/2022;Itaúba;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Gestão Financeira;04/02/2022;17/08/2022;Santa Carmem;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Reprogramação de Recursos no SUAS;04/02/2022;17/08/2022;Itaúba;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Demonstrativo Físico e Financeiro 2020;04/02/2022;17/08/2022;Arenápolis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre adequação da estrutura do Fundo Municipal de Assistência Social;04/02/2022;17/08/2022;Nortelândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Demonstrativo 2020;04/02/2022;17/08/2022;Alto Garças;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Demonstrativo 2020;04/02/2022;17/08/2022;São José do Xingu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre CNEAS;04/02/2022;17/08/2022;Várzea Grande;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Demonstrativo 2020;04/02/2022;17/08/2022;Arenápolis;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre reprogramação recursos;04/02/2022;17/08/2022;Itaúba;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;03/02/2022;17/08/2022;São José do Povo;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Plano de ação do FEAS 2022;03/02/2022;17/08/2022;Colíder;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o sistema de relatório de parcelas pagas;03/02/2022;17/08/2022;Santa Rita do Trivelato;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Gestão Financeira;03/02/2022;17/08/2022;Água Boa;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Gestão Financeira;03/02/2022;17/08/2022;Guarantã do Norte;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Gestão Financeira;03/02/2022;17/08/2022;Confresa;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Gestão Financeira;03/02/2022;17/08/2022;Porto Alegre do Norte;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Reprogramação de Recursos no SUAS;03/02/2022;17/08/2022;Confresa;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Reprogramação de Recursos no SUAS;03/02/2022;17/08/2022;Sinop;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Demonstrativo Físico e Financeiro 2020;03/02/2022;17/08/2022;Dom Aquino;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação para elaboração da Leis do SUAS;03/02/2022;17/08/2022;Paranatinga;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;"Orientação sobre utilização de recursos do

SUAS";03/02/2022;17/08/2022;São José dos Quatro Marcos;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Demonstrativo 2020;03/02/2022;17/08/2022;Santa Cruz do Xingu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Exclusão de unidade no CADSUAS;07/01/2022;17/08/2022;Barra do Bugres;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre o oficio de regulação do fundo (artigo 30 LOAS);02/02/2022;17/08/2022;Nortelândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Gestão Financeira;02/02/2022;17/08/2022;Água Boa;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Gestão Financeira;02/02/2022;17/08/2022;Pontes e Lacerda;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Demonstrativo Físico e Financeiro 2020;02/02/2022;17/08/2022;Curvelândia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientações sobre Demonstrativo Físico e Financeiro 2020;02/02/2022;17/08/2022;Alto Araguaia;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre repasses federais PSB;02/02/2022;17/08/2022;Glória D'Oeste;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Demonstrativo 2020;02/02/2022;17/08/2022;Nova Maringá;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Demonstrativo 2020;02/02/2022;17/08/2022;Santa Cruz do Xingu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;"Orientação sobre Prestação de Contas FEAS

2021";02/02/2022;17/08/2022;São José do Rio Claro;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;01/02/2022;17/08/2022;Santo Afonso;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre prestação de contas FEAS 2021;01/02/2022;17/08/2022;Feliz Natal;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;01/02/2022;17/08/2022;Salto do Céu;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre demonstrativo 2020;01/02/2022;17/08/2022;Jauru;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Profissional relata senha inativa. Foi solicitado junto ao Ministério a ativação da mesma e ela foi notificada de que ja poderia acessar através de esqueci minha senha;01/02/2022;17/08/2022;Nova Santa Helena;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;CENSOSUAS 2021;07/01/2022;17/08/2022;Acorizal;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;CENSOSUAS 2021;07/01/2022;17/08/2022;Nova Xavantina;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação referente ao sistema SAA;01/02/2022;17/08/2022;Várzea Grande;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação referente a ativação do perfil nos sistemas rede SUAS (SAA);01/02/2022;17/08/2022;Jangada;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Relatório Anual 2021;07/01/2022;17/08/2022;Rio Branco;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;CENSOSUAS 2021;10/01/2022;17/08/2022;São José dos Quatro Marcos;1
Apoio Tecnico Não Presencial (ATNP);E-mails, telefonemas e mensagens;0;Orientação sobre Demonstrativo 2020;31/01/2022;17/08/2022;Porto dos Gaúchos;1
